n,p,k,temperature,humidity,ph,rainfall,crop_std,country,year,unit,yield,yield_foodgrains,yield_oilseeds,n_norm,p_norm,k_norm,temperature_norm,humidity_norm,ph_norm,rainfall_norm,year_norm
12.0,67.0,23.0,25.62896213,63.14909763,6.585020302999999,45.49683991,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.0857142857142857,0.4428571428571428,0.09,0.4821628405043703,0.5703321268303203,0.4790211322837474,0.0908413037714176,0.5
36.0,67.0,20.0,20.39078312,60.47528931,6.924042372000001,53.31508572,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.2571428571428571,0.4428571428571428,0.075,0.3318556290246345,0.5391411717993088,0.5317434070798056,0.1189292438119723,0.5
28.0,70.0,21.0,25.39038396,60.4989659,7.437373666,39.18374505,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.2,0.4642857142857143,0.08,0.4753169462758265,0.5394173679082273,0.6115729993642064,0.068160790238419,0.5
12.0,71.0,19.0,24.91079638,60.71367427,7.142611056000002,42.19740397,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.0857142857142857,0.4714285714285714,0.07,0.4615553944708005,0.5419220198174006,0.5657336374316262,0.0789877037308771,0.5
22.0,68.0,16.0,27.70496805,63.20915034,7.74672376,37.46160727,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.1571428571428571,0.45,0.055,0.5417329048826443,0.5710326637248649,0.659680901932798,0.0619738137884916,0.5
26.0,66.0,22.0,18.06486101,65.1034354,6.300479414,51.54922825,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.1857142857142857,0.4357142857142857,0.085,0.2651143309884755,0.5931301939331548,0.4347713789127579,0.1125851993878273,0.5
16.0,65.0,16.0,18.13027797,62.45851612,6.078724107,50.6128521,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.1142857142857142,0.4285714285714285,0.055,0.2669914414923949,0.5622762401526776,0.4002855878619748,0.1092211612396579,0.5
14.0,59.0,22.0,23.82723528,67.89815262,6.76660668,46.90725077,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.1,0.3857142857142857,0.085,0.4304630917644608,0.6257315956422399,0.5072601401325686,0.0959083656969401,0.5
33.0,59.0,19.0,23.19305333,62.74710773,7.641024177,49.55213308,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.2357142857142857,0.3857142857142857,0.07,0.4122655234313997,0.5656427671630496,0.6432432627042004,0.1054104071449825,0.5
21.0,63.0,17.0,25.08966129,68.17543102,6.559681838,41.45486619,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.15,0.4142857142857143,0.06,0.4666878433241805,0.6289661499073231,0.4750806763760223,0.0763200520415672,0.5
0.0,69.0,21.0,25.86928193,61.88321072,7.072923306,36.68284038,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.0,0.4571428571428571,0.08,0.4890587100293348,0.5555650915911764,0.5548962995667006,0.0591760048881995,0.5
10.0,75.0,17.0,18.43966037,68.05394959,7.732194787999999,39.00992137,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.0714285714285714,0.5,0.06,0.2758690315358302,0.6275490244567474,0.6574214606623588,0.0675363088368208,0.5
30.0,61.0,18.0,27.14911056,67.02664337,6.157782589,52.50812701,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.2142857142857142,0.4,0.065,0.5257828220117603,0.6155651204979555,0.4125801945973351,0.1160301525819815,0.5
0.0,74.0,17.0,23.33375853,64.50515776,7.240988401,47.01510708,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.0,0.4928571428571429,0.06,0.4163029964181617,0.5861510657639002,0.5810325748491679,0.0962958517957272,0.5
35.0,74.0,22.0,26.7230014,62.96841833,6.898905799,42.87274897,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.25,0.4928571428571429,0.085,0.5135558096276278,0.5682244365074274,0.5278343479644321,0.0814139576921463,0.5
7.0,63.0,24.0,19.55750776,64.45268309,6.818681086000002,53.04669416,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.05,0.4142857142857143,0.095,0.3079451640486824,0.5855389294862191,0.5153583773684861,0.1179650165124125,0.5
9.0,56.0,17.0,26.13708256,66.7729209,6.261937875,46.48280681,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.0642857142857142,0.3642857142857142,0.06,0.4967431297200274,0.6126053547986225,0.4287776758591051,0.0943835023466721,0.5
14.0,74.0,15.0,27.99990346,65.57653373,6.493036868,49.94043064,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.1,0.4928571428571429,0.05,0.550195944988586,0.5986490595249399,0.4647165297808487,0.1068054104293796,0.5
14.0,76.0,20.0,29.05941162,62.10652364,7.042474679,36.5011366,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.1,0.5071428571428571,0.075,0.5805980593045734,0.5581701187329738,0.5501611480038782,0.0585232133283263,0.5
36.0,65.0,16.0,25.71269843,64.1123333,7.692013657,50.17067771,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.2571428571428571,0.4285714285714285,0.055,0.484565616302716,0.5815686243168853,0.6511727800485951,0.1076325992967854,0.5
28.0,67.0,21.0,21.79792649,63.73086065,6.250994222999999,46.62370222,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.2,0.4428571428571428,0.08,0.3722329807136708,0.5771186058983208,0.4270757977786653,0.0948896851815745,0.5
28.0,79.0,16.0,24.70626432,60.26854183,6.0521848810000005,53.12442925,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.2,0.5285714285714286,0.055,0.4556864381907428,0.5367293865927106,0.3961583982363145,0.1182442886918795,0.5
40.0,61.0,22.0,20.94981756,65.8108757,7.002216044,44.23913012,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.2857142857142857,0.4,0.085,0.3478968730594648,0.6013827445813723,0.5439004145252437,0.0863228378612317,0.5
10.0,70.0,19.0,24.84918386,68.98088448,7.272427638,41.61080544,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.0714285714285714,0.4642857142857143,0.07,0.4597874506766384,0.6383620600264271,0.5859217789572709,0.0768802815879914,0.5
12.0,80.0,19.0,21.91041045,65.21662467,5.962001484,36.10211371,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.0857142857142857,0.5357142857142857,0.07,0.3754606577998341,0.5944505882950675,0.3821337247019317,0.0570896780722726,0.5
37.0,77.0,20.0,25.93381964,68.70533022,7.080506001,51.02372773,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.2642857142857143,0.5142857142857142,0.075,0.4909105908464792,0.6351476184870037,0.5560755057778595,0.1106972788164171,0.5
0.0,67.0,22.0,29.82112112,69.4073209,6.5937983870000005,51.56461082,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.0,0.4428571428571428,0.085,0.6024549738323234,0.6433365973185414,0.480386236798023,0.1126404630255191,0.5
7.0,73.0,25.0,27.52185591,63.13215259,7.28805662,45.20841071,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.05,0.4857142857142857,0.1,0.5364785836578553,0.5701344567218517,0.588352285874467,0.0898050889641033,0.5
10.0,56.0,18.0,27.99627907,68.6428593,7.32710972,46.10585191,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.0714285714285714,0.3642857142857142,0.065,0.5500919447333112,0.6344188722856059,0.5944255432170088,0.0930292488623866,0.5
39.0,70.0,15.0,20.76774783,63.90164154,6.366355781,47.9271552,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.2785714285714286,0.4642857142857143,0.05,0.3426724633249132,0.5791108276369928,0.4450159978951876,0.099572488720585,0.5
26.0,56.0,22.0,23.05276444,60.424786,7.011121216,52.60285259,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.1857142857142857,0.3642857142857142,0.085,0.4082399962744942,0.5385520321592887,0.5452852828515892,0.1163704650351847,0.5
9.0,77.0,17.0,21.65845777,63.58337146,6.280725549,38.07659414,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.0642857142857142,0.5142857142857142,0.06,0.3682309879692785,0.5753980903855072,0.4316993998469519,0.0641832242815966,0.5
4.0,59.0,19.0,26.25070298,67.62779652,7.621494566,40.8106299,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.0285714285714285,0.3857142857142857,0.07,0.5000034170192498,0.6225777925463397,0.6402061580082163,0.074005559670104,0.5
34.0,73.0,15.0,20.97195263,63.83179889,7.630424082999999,53.10207889,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.2428571428571428,0.4857142857142857,0.05,0.3485320290251654,0.5782960875005733,0.6415948122939349,0.1181639924736713,0.5
33.0,77.0,15.0,23.89736406,66.32102048,7.802212437,40.74536757,lentil,India,2016.5,kg/ha,3740.1,2592.54,1999.41,0.2357142857142857,0.5142857142857142,0.05,0.4324754058427221,0.6073337706041673,0.6683101020479789,0.0737710973039294,0.5
71.0,54.0,16.0,22.61359953,63.69070564,5.7499144210000015,87.75953857,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.5071428571428571,0.35,0.055,0.3956383549644449,0.5766501829744293,0.3491514694488827,0.2426748703747824,0.5
61.0,44.0,17.0,26.10018422,71.57476937,6.931756557999999,102.2662445,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.4357142857142857,0.2785714285714286,0.06,0.4956843483032328,0.6686206789238395,0.532943061825939,0.2947918664695624,0.5
80.0,43.0,16.0,23.55882094,71.59351368,6.657964753,66.71995467,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.5714285714285714,0.2714285714285714,0.055,0.4227610619389139,0.6688393381769819,0.4903649287188619,0.1670877648497106,0.5
73.0,58.0,21.0,19.97215954,57.68272924,6.596060648,60.65171481,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.5214285714285715,0.3785714285714285,0.08,0.3198434120214848,0.5065649340363982,0.4807380473643799,0.1452869208392325,0.5
61.0,38.0,20.0,18.47891261,62.69503871,5.970458434,65.43835393,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.4357142857142857,0.2357142857142857,0.075,0.2769953570637417,0.5650353629414453,0.383448888765297,0.1624834679759787,0.5
68.0,41.0,16.0,21.77689322,57.80840636,6.158830619,102.0861694,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.4857142857142857,0.2571428571428571,0.055,0.3716294404077812,0.5080310037501565,0.4127431766881986,0.294144926128402,0.5
93.0,41.0,17.0,25.6217169,66.50415474,6.047906679,105.4654703,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.6642857142857143,0.2571428571428571,0.06,0.4819549418594881,0.6094700989361465,0.3954930830191005,0.3062854501493771,0.5
89.0,60.0,19.0,25.19192419,66.69029010000001,5.913664501,78.06639649,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.6357142857142857,0.3928571428571428,0.07,0.4696222316502548,0.611641436200682,0.3746167046210403,0.2078511515810626,0.5
76.0,44.0,17.0,20.41683147,62.55424820000001,5.855442401,65.27798457,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.5428571428571428,0.2785714285714286,0.06,0.332603074815371,0.563392989988472,0.3655624222126477,0.161907322753957,0.5
67.0,60.0,25.0,24.92162194,66.78627406,5.750254943,109.2162279,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.4785714285714286,0.3928571428571428,0.1,0.4618660290888997,0.6127611243090869,0.349204424982164,0.319760474743859,0.5
70.0,44.0,19.0,23.31689124,73.4541537,5.852607099,94.29712821,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.5,0.2785714285714286,0.07,0.4158189970511526,0.6905443866498361,0.3651214964298078,0.2661619070170943,0.5
90.0,49.0,21.0,24.84016732,68.3584573,6.4725232870000005,74.05474936,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.6428571428571429,0.3142857142857143,0.08,0.4595287250809671,0.631101218612986,0.4615264051446464,0.1934388515856877,0.5
62.0,52.0,16.0,22.27526694,58.84015925,6.9670577620000005,63.87020584,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.4428571428571428,0.3357142857142857,0.055,0.3859300521251312,0.5200667797459116,0.5384328512765478,0.1568497170557539,0.5
92.0,44.0,16.0,18.87751445,65.76816093,6.082973754,94.76189431,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.6571428571428571,0.2785714285714286,0.055,0.2884330591634055,0.6008844611179451,0.4009464624108828,0.2678316322555852,0.5
66.0,54.0,21.0,25.19008683,60.200168700000006,5.919045532,72.12375573,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.4714285714285714,0.35,0.08,0.469569509424161,0.5359317889462348,0.3754535238756242,0.1865015366666862,0.5
63.0,58.0,22.0,18.25405352,55.28220433,6.204747652999999,63.72358154,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.45,0.3785714285714285,0.085,0.2705431257197482,0.4785619302464208,0.4198838636986596,0.1563229525299289,0.5
70.0,47.0,17.0,24.612911800000006,70.4162444,6.600827017,104.1626147,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.5,0.3,0.06,0.4530077292464669,0.6551060601042024,0.4814792788037922,0.3016047927661704,0.5
61.0,41.0,17.0,25.1420613,65.26185135,6.021902237000001,76.68456006,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.4357142857142857,0.2571428571428571,0.06,0.4681914382508859,0.5949781741102249,0.3914490591563292,0.202886746555315,0.5
66.0,53.0,19.0,23.09348056,60.11593810000001,6.033550195,65.49730729,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.4714285714285714,0.3428571428571428,0.07,0.4094083271863991,0.5349492080943528,0.3932604658423315,0.1626952646476503,0.5
74.0,55.0,19.0,18.05033737,62.89366992,6.28886807,84.23613484,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.5285714285714286,0.3571428571428571,0.07,0.2646975816134029,0.5673524688807616,0.4329656661728019,0.2300166404966268,0.5
77.0,57.0,21.0,24.9321581,73.80435276,6.550563822999999,79.74078719,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.55,0.3714285714285714,0.08,0.4621683595030151,0.6946295871672622,0.4736627082365363,0.2138665911987206,0.5
99.0,50.0,15.0,18.14710054,71.09445342,5.573286437,88.07753741,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.7071428571428572,0.3214285714285714,0.05,0.2674741576389404,0.663017617146723,0.321683555231411,0.2438173174873382,0.5
74.0,56.0,22.0,18.28362235,66.65952796,6.829199275,80.97573281,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.5285714285714286,0.3642857142857142,0.085,0.2713915901146332,0.6112825845514367,0.5169940905020013,0.2183032742310625,0.5
83.0,45.0,21.0,18.83344471,58.75082029,5.716222912,79.75328959999999,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.5928571428571429,0.2857142857142857,0.08,0.2871684976206649,0.5190246080004526,0.3439120081918873,0.2139115075330207,0.5
100.0,48.0,16.0,25.71895816,67.22190688,5.54990242,74.51490791,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.7142857142857143,0.3071428571428571,0.055,0.4847452364644401,0.6178429409812158,0.3180470410252821,0.1950920236751373,0.5
79.0,51.0,16.0,25.33797709,68.49835977,6.586244581,96.46380213,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.5642857142857143,0.3285714285714285,0.055,0.4738131545044793,0.6327332322535514,0.4792115231964488,0.2739459302662168,0.5
94.0,39.0,18.0,23.89114571,57.48775781,5.893093135,102.8301942,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.6714285714285714,0.2428571428571428,0.065,0.4322969730616505,0.5042905207734976,0.371417593677079,0.2968179201067131,0.5
75.0,49.0,15.0,21.53574127,71.50905983,5.918263801,102.4852929,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.5357142857142857,0.3142857142857143,0.05,0.3647096927095442,0.6678541530319428,0.3753319546907031,0.2955788228373591,0.5
78.0,48.0,22.0,23.08974909,63.10459626,5.588650585,70.43473609,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.5571428571428572,0.3071428571428571,0.085,0.4093012543182612,0.5698130020224177,0.3240728770689321,0.1804335409130916,0.5
87.0,54.0,20.0,25.61707368,63.4711755,6.576418207000001,108.8303762,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.6214285714285714,0.35,0.075,0.481821706731564,0.5740892833491743,0.4776833961579791,0.3183742584905552,0.5
87.0,35.0,25.0,21.44526922,63.1621551,6.178056304,65.88951188,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.6214285714285714,0.2142857142857142,0.1,0.362113637567787,0.5704844470084507,0.4157330169977168,0.1641043043830677,0.5
63.0,43.0,19.0,18.51816776,55.53128131,6.641906353,90.988051,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.45,0.2714285714285714,0.07,0.278121766092806,0.4814675046005465,0.4878676418015757,0.2542736696141255,0.5
84.0,57.0,25.0,22.53510514,67.99257471,6.489040367,64.40866039,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.6,0.3714285714285714,0.1,0.3933859934366736,0.6268330639640693,0.4640950226778857,0.1587841764578386,0.5
64.0,35.0,23.0,23.02038334,61.89472002,5.680361037999999,63.03843397,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.4571428571428571,0.2142857142857142,0.09,0.4073108350456864,0.5556993517982576,0.3383350273737753,0.153861481717579,0.5
60.0,46.0,22.0,24.89364635,65.61418761,6.625404347999999,87.9298085,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.4285714285714285,0.2928571428571428,0.085,0.4610632820055387,0.5990883058497563,0.4853013686239556,0.2432865845240654,0.5
98.0,44.0,21.0,25.77175115,74.089114,6.524478032,107.4931917,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.7,0.2785714285714286,0.08,0.4862601077770526,0.6979514315062816,0.4696060335621377,0.3135702706175826,0.5
75.0,56.0,18.0,19.39851734,62.35750641,5.696205468,60.95197486,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.5357142857142857,0.3642857142857142,0.065,0.3033830048256833,0.561097924826654,0.3407990392149835,0.1463656393249299,0.5
86.0,55.0,21.0,21.54156232,59.64024162,6.803931519,109.7515385,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.6142857142857143,0.3571428571428571,0.08,0.3648767251442346,0.5294000341295972,0.5130646307495987,0.3216836391468816,0.5
98.0,35.0,18.0,23.79746068,74.82913698,6.252797547999999,91.76337172,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.7,0.2142857142857142,0.065,0.4296087228911594,0.7065840710707718,0.4273562379177897,0.2570590977555259,0.5
76.0,57.0,18.0,18.9802729,74.52600826,6.092725883,94.26249353,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.5428571428571428,0.3714285714285714,0.065,0.2913816670758106,0.7030479633388129,0.4024630434007316,0.2660374779777925,0.5
99.0,56.0,17.0,24.10859207,73.13112261,6.234330356,71.07562236,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.7071428571428572,0.3642857142857142,0.06,0.4385364994229344,0.6867761104699607,0.4244843529865006,0.1827359979555077,0.5
60.0,44.0,23.0,24.7947077,70.04556743,5.722579819,76.72860067,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.4285714285714285,0.2785714285714286,0.09,0.4582242815512435,0.6507819772536032,0.3449005886660009,0.2030449674712457,0.5
74.0,48.0,17.0,21.63162756,60.27766379,6.430616465,69.21803098,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.5285714285714286,0.3071428571428571,0.06,0.3674611070544001,0.5368357976028143,0.4550093574732941,0.1760623889939481,0.5
89.0,60.0,17.0,25.37548751,57.21025565,5.983952675,101.7004306,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.6357142857142857,0.3928571428571428,0.06,0.4748894992840049,0.5010533562659204,0.3855474161097402,0.2927591154812288,0.5
69.0,51.0,23.0,22.21738222,72.85462807,6.80163854,106.6213157,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.4928571428571429,0.3285714285714285,0.09,0.3842690758900931,0.6835507002193634,0.5127080431407266,0.3104379566169821,0.5
96.0,46.0,22.0,20.58314011,69.00128641,6.499936446,66.29390357,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.6857142857142857,0.2928571428571428,0.085,0.3373752270987629,0.6386000560250243,0.4657895025473881,0.1655571276656371,0.5
61.0,60.0,15.0,24.87502824,68.74248334,6.265564338,91.26056654,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.4357142857142857,0.3928571428571428,0.05,0.4605290436391558,0.6355810232626992,0.4293416373126698,0.255252712782332,0.5
74.0,58.0,18.0,20.03728219,56.35606753,6.727303282,109.024141,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.5285714285714286,0.3785714285714285,0.065,0.3217120774311595,0.4910889384579361,0.5011479582445665,0.3190703806407962,0.5
74.0,43.0,23.0,25.95263264,61.89082199,6.325235159,99.57981207,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.5285714285714286,0.2714285714285714,0.09,0.4914504214945289,0.5556538798481816,0.4386212143955068,0.2851405514750493,0.5
63.0,43.0,17.0,19.28889933,65.47050802,6.807487794,71.3195307,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.45,0.2714285714285714,0.06,0.300237564897112,0.5974122307186248,0.5136176770700149,0.1836122664939756,0.5
99.0,36.0,20.0,20.57981887,65.34583901,6.671085817000001,78.34604471,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.7071428571428572,0.2214285714285714,0.075,0.337279925597592,0.5959579209778763,0.4924054222591946,0.2088558197159224,0.5
77.0,36.0,23.0,24.71417533,56.73426469,6.648725327,88.45361858,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.55,0.2214285714285714,0.09,0.4559134410959162,0.4955007470839249,0.4889280796135318,0.2451684319969166,0.5
87.0,60.0,23.0,20.27317074,63.91281869,6.439071996,62.50351892,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.6214285714285714,0.3928571428571428,0.09,0.3284807942128523,0.5792412131924634,0.4563243008639811,0.1519397383730588,0.5
60.0,38.0,17.0,18.41932981,64.23580251,6.474476516,76.41312437,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.4285714285714285,0.2357142857142857,0.06,0.2752856551801181,0.5830089379504461,0.4618301572761267,0.2019115828714315,0.5
94.0,54.0,17.0,23.39128187,61.74427165,5.871647806,107.3198135,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.6714285714285714,0.35,0.06,0.4179536030152052,0.5539443163650672,0.368082570290652,0.3129473896537082,0.5
95.0,38.0,22.0,19.84939404,61.24500053,5.730617109,100.7689246,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.6785714285714286,0.2357142857142857,0.085,0.3163207107285949,0.5481201355755472,0.3461504902232815,0.2894125739025601,0.5
84.0,44.0,21.0,21.869274,61.91044947,5.850439831,107.2681929,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.6,0.2785714285714286,0.08,0.3742802657059649,0.5558828416033953,0.3647844584918654,0.3127619367589165,0.5
77.0,58.0,19.0,22.8056033,56.50768935,5.791649933,101.5952794,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.55,0.3785714285714285,0.07,0.4011478175481409,0.4928576626158968,0.3556418762206558,0.2923813477987373,0.5
66.0,44.0,20.0,19.0781471,69.02298571,6.740000687999999,80.72515943,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.4714285714285714,0.2785714285714286,0.075,0.294190123611894,0.6388531863206561,0.5031225675385976,0.2174030607759935,0.5
63.0,35.0,16.0,22.02720976,65.35549924,6.272417541,83.73280082,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.45,0.2142857142857142,0.055,0.378812161930438,0.5960706111050127,0.4304073981726189,0.2282083556053986,0.5
79.0,45.0,20.0,23.80546189,59.24537979,5.715208817000001,89.96220140000001,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.5642857142857143,0.2857142857142857,0.075,0.4298383140451211,0.5247938260140533,0.3437543034282506,0.250588187888983,0.5
72.0,60.0,25.0,18.52510753,69.0276233,5.773454729,88.10234397,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.5142857142857142,0.3928571428571428,0.1,0.2783208996991641,0.638907285509465,0.3528122889076884,0.2439064378842693,0.5
67.0,51.0,24.0,23.50297882,61.32026065,5.584171461,64.77791424,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.4785714285714286,0.3285714285714285,0.095,0.4211586972002722,0.5489980724871014,0.3233763159067925,0.1601107630414017,0.5
86.0,36.0,24.0,26.54986394,72.89187265,5.787268394,73.33636055,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.6142857142857143,0.2214285714285714,0.095,0.5085877073986657,0.6839851719095138,0.3549604907761358,0.1908579578262107,0.5
76.0,48.0,18.0,19.29563411,69.63481219,5.77597783,83.21030571,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.5428571428571428,0.3071428571428571,0.065,0.3004308164068059,0.6459903666793672,0.353204663435555,0.2263312323122946,0.5
75.0,53.0,18.0,20.68899915,59.4375337,6.864793607,103.651438,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.5357142857142857,0.3428571428571428,0.065,0.340412805058956,0.5270353718724502,0.5225294651117472,0.2997683321522864,0.5
81.0,45.0,23.0,19.32666088,68.03449300000001,6.192360002999999,84.22969177,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.5785714285714286,0.2857142857142857,0.09,0.3013211157400322,0.6273220561960807,0.4179574254307798,0.2299934930325747,0.5
73.0,45.0,21.0,24.60532218,73.58868502,6.636803222999999,96.59195302,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.5214285714285715,0.2857142857142857,0.08,0.4527899484840657,0.692113743855061,0.4870740397125623,0.2744063269590222,0.5
71.0,35.0,24.0,22.27373646,59.52193158,5.826426917,67.96704792,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.5071428571428571,0.2142857142857142,0.095,0.3858861356838284,0.5280199041069047,0.3610501427457064,0.1715680896287265,0.5
96.0,54.0,22.0,25.70196694,61.33450447,6.960358276,83.20711308,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.6857142857142857,0.35,0.085,0.4842576809813298,0.5491642318732348,0.5373909953793014,0.2263197624247789,0.5
99.0,39.0,18.0,19.20129357,68.30578978,6.11275104,87.85092352,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.7071428571428572,0.2428571428571428,0.065,0.2977237566690952,0.6304868326693014,0.4055772118479432,0.2430031812335847,0.5
62.0,48.0,20.0,21.70181447,60.47470519,6.708446922,95.71388473,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.4428571428571428,0.3071428571428571,0.075,0.3694750891470967,0.5391343578252044,0.4982155527038128,0.2712517664501306,0.5
86.0,37.0,16.0,20.51716779,59.21235483,5.561510732,67.61013737,maize,India,2016.5,kg/ha,3740.1,2214.92,1999.41,0.6142857142857143,0.2285714285714285,0.055,0.3354821807872263,0.524408577739315,0.3198522822503966,0.1702858477586361,0.5
